Kueri Baseline;Kueri Refactored;Pola Properti Awal;Pola Properti Baru;Persentase Pengurangan;Jumlah Hasil;DBHits;Running Time
"MATCH (n2:director)-[:DIRECTED]->(n3:drama), (n2:actor)-[:WROTE]->(n1:western) WHERE (n2.name=""Samuel Fuller"" AND n3.year=1982) OR (n1.category=""movie"" AND n3.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n2:director)-[:DIRECTED]->(n3:drama)-[:RELEASED_IN]->(:year_1982), (n2:actor)-[:WROTE]->(n1:western)
  WHERE n2.name=""Samuel Fuller""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:director)-[:DIRECTED]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n2:actor)-[:WROTE]->(n1:western)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:director)-[:DIRECTED]->(n3:drama)-[:RELEASED_IN]->(:year_1982), (n2:actor)-[:WROTE]->(n1:western)-[:HAS_CATEGORY]->(:movie), (n3)-[:HAS_CATEGORY]->(:movie)
  WHERE n2.name=""Samuel Fuller""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;3136;513180;179.5
"MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary), (n1:composer)-[:ACTED_IN]->(n2:music) WHERE (n1.name=""Marty Stuart"" AND n1.death=0) OR (n3.year=2005 AND n2.year=2016) RETURN count(n1)";"CALL () {
  MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary), (n1:composer)-[:ACTED_IN]->(n2:music), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Marty Stuart""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2005), (n1:composer)-[:ACTED_IN]->(n2:music)-[:RELEASED_IN]->(:year_2016)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary)-[:RELEASED_IN]->(:year_2005), (n1:composer)-[:ACTED_IN]->(n2:music)-[:RELEASED_IN]->(:year_2016), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Marty Stuart""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;3032;2310470;1469.6
MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama) WHERE (n3.year=1926 AND n2.birth=1884) OR (n2.death=1955 AND n1.year=1922) RETURN count(n1);"CALL () {
  MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama)-[:RELEASED_IN]->(:year_1926), (n2)-[:BORN_IN]->(:year_1884)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama)-[:RELEASED_IN]->(:year_1922), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama), (n2)-[:DIED_IN]->(:year_1955)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama)-[:RELEASED_IN]->(:year_1922), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama)-[:RELEASED_IN]->(:year_1926), (n2)-[:BORN_IN]->(:year_1884), (n2)-[:DIED_IN]->(:year_1955)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;341;11214;34.6
MATCH (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama) WHERE (n4.year=1958 AND n1.death=1970) OR (n2.year=1967 AND n1.birth=1927) RETURN count(n1);"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:biography)-[:RELEASED_IN]->(:year_1958), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama), (n1)-[:DIED_IN]->(:year_1970)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1967), (n1)-[:BORN_IN]->(:year_1927)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n4:biography)-[:RELEASED_IN]->(:year_1958), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1967), (n1)-[:DIED_IN]->(:year_1970), (n1)-[:BORN_IN]->(:year_1927)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;20411;354858;128.2
"MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary), (n4:actor)-[:PRODUCED]->(n3:comedy) WHERE (n4.name=""Tariq Ali"" AND n2.year=2008) OR (n3.year=1995 AND n3.category=""tvMovie"") RETURN count(n1)";"CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_2008), (n4:actor)-[:PRODUCED]->(n3:comedy)
  WHERE n4.name=""Tariq Ali""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary), (n4:actor)-[:PRODUCED]->(n3:comedy)-[:RELEASED_IN]->(:year_1995), (n3)-[:HAS_CATEGORY]->(:tvMovie)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary)-[:RELEASED_IN]->(:year_2008), (n4:actor)-[:PRODUCED]->(n3:comedy)-[:RELEASED_IN]->(:year_1995), (n3)-[:HAS_CATEGORY]->(:tvMovie)
  WHERE n4.name=""Tariq Ali""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;1446;1018750;538.4
"MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music), (n2:composer)-[:COMPOSED]->(n4:music) WHERE (n4.category=""video"" AND n3.category=""video"") OR (n2.birth=1943 AND n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music)-[:HAS_CATEGORY]->(:video), (n2:composer)-[:COMPOSED]->(n4:music)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music), (n2:composer)-[:COMPOSED]->(n4:music), (n2)-[:BORN_IN]->(:year_1943), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music)-[:HAS_CATEGORY]->(:video), (n2:composer)-[:COMPOSED]->(n4:music)-[:HAS_CATEGORY]->(:video), (n2)-[:BORN_IN]->(:year_1943), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;26045;2706572;1033.2
"MATCH (n3:writer)-[:DIRECTED]->(n1:western), (n3:director)-[:DIRECTED]->(n4:drama), (n3:writer)-[:DIRECTED]->(n2:romance) WHERE (n3.birth=1924 AND n2.category=""movie"") OR (n1.category=""movie"" AND n4.year=1970) RETURN count(n1)";"CALL () {
  MATCH (n3:writer)-[:DIRECTED]->(n1:western), (n3:director)-[:DIRECTED]->(n4:drama), (n3:writer)-[:DIRECTED]->(n2:romance)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1924)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:writer)-[:DIRECTED]->(n1:western)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:DIRECTED]->(n4:drama)-[:RELEASED_IN]->(:year_1970), (n3:writer)-[:DIRECTED]->(n2:romance)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:writer)-[:DIRECTED]->(n1:western)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:DIRECTED]->(n4:drama)-[:RELEASED_IN]->(:year_1970), (n3:writer)-[:DIRECTED]->(n2:romance)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1924)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;11866;3159617;441.2
"MATCH (n3:actor)-[:ACTED_IN]->(n4:drama), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime) WHERE (n4.year=2014 AND n4.category=""short"") OR (n3.birth=0 AND n3.death=0) RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n4:drama)-[:RELEASED_IN]->(:year_2014), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime), (n4)-[:HAS_CATEGORY]->(:short)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n4:drama), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime), (n3)-[:BORN_IN]->(:year_0), (n3)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n4:drama)-[:RELEASED_IN]->(:year_2014), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime), (n4)-[:HAS_CATEGORY]->(:short), (n3)-[:BORN_IN]->(:year_0), (n3)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;657268;13695795;2329.6
"MATCH (n3:director)-[:PRODUCED]->(n4:comedy), (n3:producer)-[:PRODUCED]->(n2:drama), (n3:director)-[:PRODUCED]->(n1:documentary) WHERE (n1.year=1912 AND n2.year=1913) OR (n1.category=""short"" AND n4.year=1912) RETURN count(n1)";"CALL () {
  MATCH (n3:director)-[:PRODUCED]->(n4:comedy), (n3:producer)-[:PRODUCED]->(n2:drama)-[:RELEASED_IN]->(:year_1913), (n3:director)-[:PRODUCED]->(n1:documentary)-[:RELEASED_IN]->(:year_1912)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:director)-[:PRODUCED]->(n4:comedy)-[:RELEASED_IN]->(:year_1912), (n3:producer)-[:PRODUCED]->(n2:drama), (n3:director)-[:PRODUCED]->(n1:documentary)-[:HAS_CATEGORY]->(:short)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:director)-[:PRODUCED]->(n4:comedy)-[:RELEASED_IN]->(:year_1912), (n3:producer)-[:PRODUCED]->(n2:drama)-[:RELEASED_IN]->(:year_1913), (n3:director)-[:PRODUCED]->(n1:documentary)-[:RELEASED_IN]->(:year_1912), (n1)-[:HAS_CATEGORY]->(:short)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;131522131;1751385317;413875.1
"MATCH (n2:producer)-[:WROTE]->(n3:drama), (n2:writer)-[:WROTE]->(n1:comedy), (n2:writer)-[:DIRECTED]->(n4:comedy) WHERE (n2.name=""Ra̼l de Anda"" AND n2.birth=1908) OR (n3.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n2:producer)-[:WROTE]->(n3:drama), (n2:writer)-[:WROTE]->(n1:comedy), (n2:writer)-[:DIRECTED]->(n4:comedy), (n2)-[:BORN_IN]->(:year_1908)
  WHERE n2.name=""Ra̼l de Anda""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:producer)-[:WROTE]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n2:writer)-[:WROTE]->(n1:comedy)-[:HAS_CATEGORY]->(:movie), (n2:writer)-[:DIRECTED]->(n4:comedy)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:producer)-[:WROTE]->(n3:drama)-[:HAS_CATEGORY]->(:movie), (n2:writer)-[:WROTE]->(n1:comedy)-[:HAS_CATEGORY]->(:movie), (n2:writer)-[:DIRECTED]->(n4:comedy), (n2)-[:BORN_IN]->(:year_1908)
  WHERE n2.name=""Ra̼l de Anda""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;517024;23455918;19266.2
"MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime), (n2:writer)-[:ACTED_IN]->(n1:drama) WHERE (n3.year=2001 AND n2.name=""Jennie Garth"") OR (n2.birth=1972 AND n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_2001), (n2:writer)-[:ACTED_IN]->(n1:drama)
  WHERE n2.name=""Jennie Garth""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime), (n2:writer)-[:ACTED_IN]->(n1:drama), (n2)-[:BORN_IN]->(:year_1972), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime)-[:RELEASED_IN]->(:year_2001), (n2:writer)-[:ACTED_IN]->(n1:drama), (n2)-[:BORN_IN]->(:year_1972), (n2)-[:DIED_IN]->(:year_0)
  WHERE n2.name=""Jennie Garth""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;295096;6992801;1545.2
"MATCH (n3:actor)-[:ACTED_IN]->(n1:adult), (n3:director)-[:ACTED_IN]->(n2:adult) WHERE (n3.birth=1955 AND n1.category=""movie"") OR (n2.category=""video"" AND n3.name=""Hank Armstrong"") OR (n1.year=1997 AND n2.year=1996) RETURN count(n1)";"CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n2:adult), (n3)-[:BORN_IN]->(:year_1955)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult), (n3:director)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video)
  WHERE n3.name=""Hank Armstrong""
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:RELEASED_IN]->(:year_1997), (n3:director)-[:ACTED_IN]->(n2:adult)-[:RELEASED_IN]->(:year_1996)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video), (n3)-[:BORN_IN]->(:year_1955)
  WHERE n3.name=""Hank Armstrong""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n2:adult)-[:RELEASED_IN]->(:year_1996), (n3)-[:BORN_IN]->(:year_1955), (n1)-[:RELEASED_IN]->(:year_1997)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:RELEASED_IN]->(:year_1997), (n3:director)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video), (n2)-[:RELEASED_IN]->(:year_1996)
  WHERE n3.name=""Hank Armstrong""
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:actor)-[:ACTED_IN]->(n1:adult)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n2:adult)-[:HAS_CATEGORY]->(:video), (n3)-[:BORN_IN]->(:year_1955), (n1)-[:RELEASED_IN]->(:year_1997), (n2)-[:RELEASED_IN]->(:year_1996)
  WHERE n3.name=""Hank Armstrong""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);A;83%;227710;14870570;5716.0
"MATCH (n1:actress)-[:ACTED_IN]->(n3:action), (n1:actress)-[:ACTED_IN]->(n2:horror) WHERE (n1.name=""Irene Arcila"" AND n1.birth=0) OR (n3.year=2004 AND n2.category=""video"") OR (n1.death=0 AND n3.category=""video"") RETURN count(n1)";"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action), (n1:actress)-[:ACTED_IN]->(n2:horror), (n1)-[:BORN_IN]->(:year_0)
  WHERE n1.name=""Irene Arcila""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2004), (n1:actress)-[:ACTED_IN]->(n2:horror)-[:HAS_CATEGORY]->(:video)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:HAS_CATEGORY]->(:video), (n1:actress)-[:ACTED_IN]->(n2:horror), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2004), (n1:actress)-[:ACTED_IN]->(n2:horror)-[:HAS_CATEGORY]->(:video), (n1)-[:BORN_IN]->(:year_0)
  WHERE n1.name=""Irene Arcila""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:HAS_CATEGORY]->(:video), (n1:actress)-[:ACTED_IN]->(n2:horror), (n1)-[:BORN_IN]->(:year_0), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Irene Arcila""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2004), (n1:actress)-[:ACTED_IN]->(n2:horror)-[:HAS_CATEGORY]->(:video), (n3)-[:HAS_CATEGORY]->(:video), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:action)-[:RELEASED_IN]->(:year_2004), (n1:actress)-[:ACTED_IN]->(n2:horror)-[:HAS_CATEGORY]->(:video), (n1)-[:BORN_IN]->(:year_0), (n1)-[:DIED_IN]->(:year_0), (n3)-[:HAS_CATEGORY]->(:video)
  WHERE n1.name=""Irene Arcila""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);A;83%;16777;9151434;15682.3
"MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama), (n3:production_manager)-[:PRODUCED]->(n2:comedy) WHERE (n3.birth=1924 AND n3.name=""Ben Arbeid"") OR (n1.category=""movie"" AND n2.category=""movie"") OR (n3.death=1992 AND n1.year=1963) RETURN count(n1)";"CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama), (n3:production_manager)-[:PRODUCED]->(n2:comedy), (n3)-[:BORN_IN]->(:year_1924)
  WHERE n3.name=""Ben Arbeid""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:production_manager)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:RELEASED_IN]->(:year_1963), (n3:production_manager)-[:PRODUCED]->(n2:comedy), (n3)-[:DIED_IN]->(:year_1992)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:production_manager)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1924)
  WHERE n3.name=""Ben Arbeid""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:RELEASED_IN]->(:year_1963), (n3:production_manager)-[:PRODUCED]->(n2:comedy), (n3)-[:BORN_IN]->(:year_1924), (n3)-[:DIED_IN]->(:year_1992)
  WHERE n3.name=""Ben Arbeid""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:production_manager)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie), (n1)-[:RELEASED_IN]->(:year_1963), (n3)-[:DIED_IN]->(:year_1992)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:production_manager)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1924), (n3)-[:DIED_IN]->(:year_1992), (n1)-[:RELEASED_IN]->(:year_1963)
  WHERE n3.name=""Ben Arbeid""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);A;83%;132343;3256880;6733.8
"MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary), (n3:editorial_department)-[:EDITED]->(n2:biography) WHERE (n1.category=""movie"" AND n3.name=""Michel Klochendler"") OR (n1.year=2015 AND n2.year=2019) OR (n3.birth=1957 AND n3.death=0) RETURN count(n1)";"CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:HAS_CATEGORY]->(:movie), (n3:editorial_department)-[:EDITED]->(n2:biography)
  WHERE n3.name=""Michel Klochendler""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:RELEASED_IN]->(:year_2015), (n3:editorial_department)-[:EDITED]->(n2:biography)-[:RELEASED_IN]->(:year_2019)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary), (n3:editorial_department)-[:EDITED]->(n2:biography), (n3)-[:BORN_IN]->(:year_1957), (n3)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:HAS_CATEGORY]->(:movie), (n3:editorial_department)-[:EDITED]->(n2:biography)-[:RELEASED_IN]->(:year_2019), (n1)-[:RELEASED_IN]->(:year_2015)
  WHERE n3.name=""Michel Klochendler""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:HAS_CATEGORY]->(:movie), (n3:editorial_department)-[:EDITED]->(n2:biography), (n3)-[:BORN_IN]->(:year_1957), (n3)-[:DIED_IN]->(:year_0)
  WHERE n3.name=""Michel Klochendler""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:RELEASED_IN]->(:year_2015), (n3:editorial_department)-[:EDITED]->(n2:biography)-[:RELEASED_IN]->(:year_2019), (n3)-[:BORN_IN]->(:year_1957), (n3)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary)-[:HAS_CATEGORY]->(:movie), (n3:editorial_department)-[:EDITED]->(n2:biography)-[:RELEASED_IN]->(:year_2019), (n1)-[:RELEASED_IN]->(:year_2015), (n3)-[:BORN_IN]->(:year_1957), (n3)-[:DIED_IN]->(:year_0)
  WHERE n3.name=""Michel Klochendler""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);A;83%;950;547583;1752.8
"MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure) WHERE (n2.year=1950 AND n3.death=1967) OR (n1.year=1941 AND n3.birth=1890) OR (n1.category=""movie"" AND n2.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:RELEASED_IN]->(:year_1950), (n3)-[:DIED_IN]->(:year_1967)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:RELEASED_IN]->(:year_1941), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure), (n3)-[:BORN_IN]->(:year_1890)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:HAS_CATEGORY]->(:movie), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:RELEASED_IN]->(:year_1941), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:RELEASED_IN]->(:year_1950), (n3)-[:DIED_IN]->(:year_1967), (n3)-[:BORN_IN]->(:year_1890)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:HAS_CATEGORY]->(:movie), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:RELEASED_IN]->(:year_1950), (n2)-[:HAS_CATEGORY]->(:movie), (n3)-[:DIED_IN]->(:year_1967)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:RELEASED_IN]->(:year_1941), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:HAS_CATEGORY]->(:movie), (n1)-[:HAS_CATEGORY]->(:movie), (n3)-[:BORN_IN]->(:year_1890)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime)-[:RELEASED_IN]->(:year_1941), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure)-[:RELEASED_IN]->(:year_1950), (n2)-[:HAS_CATEGORY]->(:movie), (n3)-[:DIED_IN]->(:year_1967), (n3)-[:BORN_IN]->(:year_1890), (n1)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";(A AND B) OR (C AND D) OR (E AND F);-;100%;50615;39318868;10481.6
